purchaseorderid;purchaseorderdetailid;duedate;orderqty;productid;unitprice;receivedqty;rejectedqty;modifieddate
982.0;2189.0;2013-10-13 00:00:00.000;3.0;490.0;12.7155;3.0;0.0;2013-10-06 00:00:00.000
982.0;2190.0;2013-10-13 00:00:00.000;3.0;491.0;19.9395;3.0;0.0;2013-10-06 00:00:00.000
983.0;2191.0;2013-10-13 00:00:00.000;3.0;528.0;38.157;3.0;0.0;2013-10-06 00:00:00.000
984.0;2192.0;2013-10-13 00:00:00.000;3.0;505.0;44.2155;3.0;3.0;2013-10-06 00:00:00.000
985.0;2193.0;2013-10-13 00:00:00.000;550.0;938.0;31.4895;550.0;0.0;2013-10-06 00:00:00.000
985.0;2194.0;2013-10-13 00:00:00.000;550.0;939.0;48.2895;523.0;0.0;2013-10-06 00:00:00.000
986.0;2195.0;2013-10-13 00:00:00.000;60.0;358.0;6.9825;51.0;0.0;2013-10-06 00:00:00.000
987.0;2196.0;2013-10-13 00:00:00.000;3.0;458.0;43.323;3.0;0.0;2013-10-06 00:00:00.000
987.0;2197.0;2013-10-13 00:00:00.000;3.0;459.0;47.5965;3.0;0.0;2013-10-06 00:00:00.000
987.0;2198.0;2013-10-13 00:00:00.000;3.0;460.0;43.323;3.0;0.0;2013-10-06 00:00:00.000
988.0;2199.0;2013-10-13 00:00:00.000;60.0;356.0;3.381;60.0;0.0;2013-10-06 00:00:00.000
988.0;2200.0;2013-10-13 00:00:00.000;60.0;357.0;4.3155;60.0;0.0;2013-10-06 00:00:00.000
989.0;2201.0;2013-10-13 00:00:00.000;3.0;380.0;43.344;3.0;0.0;2013-10-06 00:00:00.000
989.0;2202.0;2013-10-13 00:00:00.000;3.0;381.0;39.0705;3.0;0.0;2013-10-06 00:00:00.000
989.0;2203.0;2013-10-13 00:00:00.000;3.0;382.0;36.9705;3.0;0.0;2013-10-06 00:00:00.000
989.0;2204.0;2013-10-13 00:00:00.000;3.0;383.0;41.244;3.0;0.0;2013-10-06 00:00:00.000
989.0;2205.0;2013-10-13 00:00:00.000;3.0;384.0;36.9705;3.0;0.0;2013-10-06 00:00:00.000
990.0;2206.0;2013-10-13 00:00:00.000;3.0;490.0;12.3585;3.0;0.0;2013-10-06 00:00:00.000
991.0;2207.0;2013-10-13 00:00:00.000;550.0;513.0;39.1965;550.0;0.0;2013-10-06 00:00:00.000
992.0;2208.0;2013-10-13 00:00:00.000;3.0;412.0;39.144;3.0;0.0;2013-10-06 00:00:00.000
992.0;2209.0;2013-10-13 00:00:00.000;3.0;413.0;47.5755;3.0;0.0;2013-10-06 00:00:00.000
993.0;2210.0;2013-10-14 00:00:00.000;550.0;933.0;43.9845;550.0;0.0;2013-10-07 00:00:00.000
993.0;2211.0;2013-10-14 00:00:00.000;550.0;934.0;38.1465;550.0;0.0;2013-10-07 00:00:00.000
994.0;2212.0;2013-10-14 00:00:00.000;3.0;428.0;43.4805;3.0;3.0;2013-10-07 00:00:00.000
994.0;2213.0;2013-10-14 00:00:00.000;3.0;429.0;41.3805;3.0;3.0;2013-10-07 00:00:00.000
995.0;2214.0;2013-10-14 00:00:00.000;3.0;347.0;43.3755;3.0;0.0;2013-10-07 00:00:00.000
995.0;2215.0;2013-10-14 00:00:00.000;3.0;348.0;41.2755;3.0;0.0;2013-10-07 00:00:00.000
995.0;2216.0;2013-10-14 00:00:00.000;3.0;349.0;45.549;3.0;0.0;2013-10-07 00:00:00.000
996.0;2217.0;2013-10-14 00:00:00.000;550.0;931.0;34.3455;468.0;0.0;2013-10-07 00:00:00.000
996.0;2218.0;2013-10-14 00:00:00.000;550.0;932.0;39.2385;550.0;0.0;2013-10-07 00:00:00.000
997.0;2219.0;2013-10-20 00:00:00.000;3.0;347.0;43.2705;3.0;0.0;2013-10-13 00:00:00.000
997.0;2220.0;2013-10-20 00:00:00.000;3.0;348.0;41.1705;3.0;0.0;2013-10-13 00:00:00.000
997.0;2221.0;2013-10-20 00:00:00.000;3.0;349.0;45.444;3.0;0.0;2013-10-13 00:00:00.000
998.0;2222.0;2013-10-20 00:00:00.000;550.0;928.0;32.7705;550.0;0.0;2013-10-13 00:00:00.000
998.0;2223.0;2013-10-20 00:00:00.000;550.0;929.0;37.086;550.0;0.0;2013-10-13 00:00:00.000
998.0;2224.0;2013-10-20 00:00:00.000;550.0;930.0;43.0395;550.0;0.0;2013-10-13 00:00:00.000
999.0;2225.0;2013-10-20 00:00:00.000;550.0;332.0;10.815;550.0;0.0;2013-10-13 00:00:00.000
1000.0;2226.0;2013-10-20 00:00:00.000;550.0;948.0;82.8345;550.0;0.0;2013-10-13 00:00:00.000
1000.0;2227.0;2013-10-20 00:00:00.000;550.0;907.0;82.8345;550.0;55.0;2013-10-13 00:00:00.000
1001.0;2228.0;2013-10-20 00:00:00.000;1250.0;325.0;0.21;1250.0;0.0;2013-10-13 00:00:00.000
1001.0;2229.0;2013-10-20 00:00:00.000;1250.0;326.0;0.21;1250.0;0.0;2013-10-13 00:00:00.000
1002.0;2230.0;2013-10-20 00:00:00.000;3.0;320.0;49.644;3.0;0.0;2013-10-13 00:00:00.000
1002.0;2231.0;2013-10-20 00:00:00.000;3.0;321.0;44.3205;3.0;0.0;2013-10-13 00:00:00.000
1003.0;2232.0;2013-10-20 00:00:00.000;550.0;930.0;42.5145;550.0;0.0;2013-10-13 00:00:00.000
1003.0;2233.0;2013-10-20 00:00:00.000;550.0;921.0;5.586;550.0;0.0;2013-10-13 00:00:00.000
1004.0;2234.0;2013-10-20 00:00:00.000;60.0;952.0;15.7395;60.0;60.0;2013-10-13 00:00:00.000
1005.0;2235.0;2013-10-20 00:00:00.000;550.0;933.0;43.4595;550.0;0.0;2013-10-13 00:00:00.000
1005.0;2236.0;2013-10-20 00:00:00.000;550.0;934.0;37.6215;523.0;0.0;2013-10-13 00:00:00.000
1005.0;2237.0;2013-10-20 00:00:00.000;550.0;922.0;6.531;550.0;0.0;2013-10-13 00:00:00.000
1005.0;2238.0;2013-10-20 00:00:00.000;550.0;923.0;6.1845;550.0;0.0;2013-10-13 00:00:00.000
1006.0;2239.0;2013-10-20 00:00:00.000;550.0;317.0;29.5785;468.0;0.0;2013-10-13 00:00:00.000
1006.0;2240.0;2013-10-20 00:00:00.000;550.0;318.0;36.099;550.0;0.0;2013-10-13 00:00:00.000
1006.0;2241.0;2013-10-20 00:00:00.000;550.0;319.0;48.5835;550.0;0.0;2013-10-13 00:00:00.000
1007.0;2242.0;2013-10-20 00:00:00.000;550.0;928.0;32.2455;550.0;0.0;2013-10-13 00:00:00.000
1007.0;2243.0;2013-10-20 00:00:00.000;550.0;929.0;36.561;550.0;0.0;2013-10-13 00:00:00.000
1008.0;2244.0;2013-10-20 00:00:00.000;550.0;319.0;46.4205;550.0;0.0;2013-10-13 00:00:00.000
1009.0;2245.0;2013-10-20 00:00:00.000;3.0;361.0;49.6965;3.0;0.0;2013-10-13 00:00:00.000
1009.0;2246.0;2013-10-20 00:00:00.000;3.0;362.0;45.423;3.0;0.0;2013-10-13 00:00:00.000
1009.0;2247.0;2013-10-20 00:00:00.000;3.0;363.0;43.323;3.0;0.0;2013-10-13 00:00:00.000
1009.0;2248.0;2013-10-20 00:00:00.000;3.0;364.0;47.5965;3.0;0.0;2013-10-13 00:00:00.000
1009.0;2249.0;2013-10-20 00:00:00.000;3.0;365.0;43.323;3.0;0.0;2013-10-13 00:00:00.000
1010.0;2250.0;2013-10-20 00:00:00.000;3.0;2.0;41.916;3.0;0.0;2013-10-13 00:00:00.000
1011.0;2251.0;2013-10-20 00:00:00.000;3.0;1.0;50.2635;3.0;0.0;2013-10-13 00:00:00.000
1012.0;2252.0;2013-10-20 00:00:00.000;3.0;359.0;47.6805;3.0;0.0;2013-10-13 00:00:00.000
1012.0;2253.0;2013-10-20 00:00:00.000;3.0;360.0;45.5805;3.0;0.0;2013-10-13 00:00:00.000
1013.0;2254.0;2013-10-24 00:00:00.000;550.0;938.0;31.4895;550.0;0.0;2013-10-17 00:00:00.000
1013.0;2255.0;2013-10-24 00:00:00.000;550.0;939.0;48.2895;550.0;0.0;2013-10-17 00:00:00.000
1014.0;2256.0;2013-10-24 00:00:00.000;60.0;358.0;6.9825;60.0;0.0;2013-10-17 00:00:00.000
1015.0;2257.0;2013-10-24 00:00:00.000;3.0;375.0;43.2705;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2258.0;2013-10-24 00:00:00.000;3.0;376.0;47.544;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2259.0;2013-10-24 00:00:00.000;3.0;377.0;43.2705;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2260.0;2013-10-24 00:00:00.000;3.0;378.0;41.1705;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2261.0;2013-10-24 00:00:00.000;3.0;379.0;45.444;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2262.0;2013-10-24 00:00:00.000;3.0;380.0;41.1705;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2263.0;2013-10-24 00:00:00.000;3.0;381.0;39.0705;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2264.0;2013-10-24 00:00:00.000;3.0;438.0;47.6805;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2265.0;2013-10-24 00:00:00.000;3.0;439.0;45.5805;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2266.0;2013-10-24 00:00:00.000;3.0;440.0;49.854;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2267.0;2013-10-24 00:00:00.000;3.0;441.0;45.5805;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2268.0;2013-10-24 00:00:00.000;3.0;442.0;43.4805;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2269.0;2013-10-24 00:00:00.000;3.0;443.0;47.754;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2270.0;2013-10-24 00:00:00.000;3.0;444.0;43.4805;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2271.0;2013-10-24 00:00:00.000;3.0;445.0;41.3805;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2272.0;2013-10-24 00:00:00.000;3.0;446.0;45.654;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2273.0;2013-10-24 00:00:00.000;3.0;447.0;41.3805;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2274.0;2013-10-24 00:00:00.000;3.0;448.0;39.2805;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2275.0;2013-10-24 00:00:00.000;3.0;449.0;43.554;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2276.0;2013-10-24 00:00:00.000;3.0;450.0;39.2805;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2277.0;2013-10-24 00:00:00.000;3.0;451.0;37.1805;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2278.0;2013-10-24 00:00:00.000;3.0;452.0;41.454;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2279.0;2013-10-24 00:00:00.000;3.0;453.0;37.1805;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2280.0;2013-10-24 00:00:00.000;3.0;454.0;47.523;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2281.0;2013-10-24 00:00:00.000;3.0;455.0;45.423;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2282.0;2013-10-24 00:00:00.000;3.0;456.0;49.6965;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2283.0;2013-10-24 00:00:00.000;3.0;457.0;45.423;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2284.0;2013-10-24 00:00:00.000;3.0;458.0;43.323;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2285.0;2013-10-24 00:00:00.000;3.0;459.0;47.5965;3.0;0.0;2013-10-17 00:00:00.000
1015.0;2286.0;2013-10-24 00:00:00.000;3.0;460.0;43.323;3.0;0.0;2013-10-17 00:00:00.000
1016.0;2287.0;2013-10-24 00:00:00.000;60.0;356.0;3.381;51.0;0.0;2013-10-17 00:00:00.000
1016.0;2288.0;2013-10-24 00:00:00.000;60.0;357.0;4.3155;60.0;0.0;2013-10-17 00:00:00.000
1017.0;2289.0;2013-10-24 00:00:00.000;3.0;385.0;43.218;3.0;0.0;2013-10-17 00:00:00.000
1017.0;2290.0;2013-10-24 00:00:00.000;3.0;386.0;47.4915;3.0;0.0;2013-10-17 00:00:00.000
1017.0;2291.0;2013-10-24 00:00:00.000;3.0;387.0;43.2705;3.0;0.0;2013-10-17 00:00:00.000
1017.0;2292.0;2013-10-24 00:00:00.000;3.0;388.0;47.544;3.0;0.0;2013-10-17 00:00:00.000
1017.0;2293.0;2013-10-24 00:00:00.000;3.0;389.0;43.2705;3.0;0.0;2013-10-17 00:00:00.000
1017.0;2294.0;2013-10-24 00:00:00.000;3.0;390.0;41.1705;3.0;0.0;2013-10-17 00:00:00.000
1018.0;2295.0;2013-10-24 00:00:00.000;3.0;490.0;12.3585;3.0;0.0;2013-10-17 00:00:00.000
1019.0;2296.0;2013-10-24 00:00:00.000;550.0;513.0;39.1965;550.0;0.0;2013-10-17 00:00:00.000
1020.0;2297.0;2013-10-24 00:00:00.000;3.0;414.0;45.4755;3.0;0.0;2013-10-17 00:00:00.000
1020.0;2298.0;2013-10-24 00:00:00.000;3.0;415.0;49.749;3.0;0.0;2013-10-17 00:00:00.000
1020.0;2299.0;2013-10-24 00:00:00.000;3.0;416.0;45.4755;3.0;0.0;2013-10-17 00:00:00.000
1021.0;2300.0;2013-10-24 00:00:00.000;550.0;931.0;34.8705;550.0;0.0;2013-10-17 00:00:00.000
1021.0;2301.0;2013-10-24 00:00:00.000;550.0;932.0;39.7635;550.0;0.0;2013-10-17 00:00:00.000
1021.0;2302.0;2013-10-24 00:00:00.000;550.0;933.0;43.9845;550.0;27.0;2013-10-17 00:00:00.000
1021.0;2303.0;2013-10-24 00:00:00.000;550.0;934.0;38.1465;550.0;0.0;2013-10-17 00:00:00.000
1022.0;2304.0;2013-10-24 00:00:00.000;3.0;430.0;45.654;3.0;0.0;2013-10-17 00:00:00.000
1022.0;2305.0;2013-10-24 00:00:00.000;3.0;431.0;41.3805;3.0;0.0;2013-10-17 00:00:00.000
1023.0;2306.0;2013-10-24 00:00:00.000;3.0;341.0;47.5755;3.0;0.0;2013-10-17 00:00:00.000
1023.0;2307.0;2013-10-24 00:00:00.000;3.0;342.0;45.4755;3.0;0.0;2013-10-17 00:00:00.000
1023.0;2308.0;2013-10-24 00:00:00.000;3.0;343.0;49.749;3.0;0.0;2013-10-17 00:00:00.000
1024.0;2309.0;2013-10-24 00:00:00.000;550.0;931.0;34.3455;550.0;0.0;2013-10-17 00:00:00.000
1024.0;2310.0;2013-10-24 00:00:00.000;550.0;932.0;39.2385;550.0;0.0;2013-10-17 00:00:00.000
1025.0;2311.0;2013-10-27 00:00:00.000;550.0;530.0;16.086;550.0;0.0;2013-10-20 00:00:00.000
1026.0;2312.0;2013-10-27 00:00:00.000;3.0;4.0;57.0255;3.0;0.0;2013-10-20 00:00:00.000
1027.0;2313.0;2013-10-27 00:00:00.000;550.0;512.0;37.086;550.0;0.0;2013-10-20 00:00:00.000
1028.0;2314.0;2013-10-27 00:00:00.000;550.0;513.0;26.5965;550.0;0.0;2013-10-20 00:00:00.000
1029.0;2315.0;2013-10-27 00:00:00.000;550.0;317.0;27.0585;550.0;0.0;2013-10-20 00:00:00.000
1029.0;2316.0;2013-10-27 00:00:00.000;550.0;318.0;33.579;550.0;0.0;2013-10-20 00:00:00.000
1029.0;2317.0;2013-10-27 00:00:00.000;550.0;319.0;46.0635;550.0;0.0;2013-10-20 00:00:00.000
1030.0;2318.0;2013-10-27 00:00:00.000;3.0;412.0;41.1705;3.0;0.0;2013-10-20 00:00:00.000
1030.0;2319.0;2013-10-27 00:00:00.000;3.0;413.0;39.0705;3.0;0.0;2013-10-20 00:00:00.000
1030.0;2320.0;2013-10-27 00:00:00.000;3.0;414.0;43.344;3.0;0.0;2013-10-20 00:00:00.000
1031.0;2321.0;2013-10-27 00:00:00.000;3.0;429.0;41.223;3.0;0.0;2013-10-20 00:00:00.000
1031.0;2322.0;2013-10-27 00:00:00.000;3.0;430.0;45.4965;3.0;0.0;2013-10-20 00:00:00.000
1031.0;2323.0;2013-10-27 00:00:00.000;3.0;431.0;41.223;3.0;0.0;2013-10-20 00:00:00.000
1031.0;2324.0;2013-10-27 00:00:00.000;3.0;432.0;39.123;3.0;0.0;2013-10-20 00:00:00.000
1032.0;2325.0;2013-10-27 00:00:00.000;3.0;320.0;47.4705;3.0;0.0;2013-10-20 00:00:00.000
1032.0;2326.0;2013-10-27 00:00:00.000;3.0;321.0;42.798;3.0;0.0;2013-10-20 00:00:00.000
1033.0;2327.0;2013-10-27 00:00:00.000;3.0;449.0;49.854;3.0;0.0;2013-10-20 00:00:00.000
1033.0;2328.0;2013-10-27 00:00:00.000;3.0;450.0;45.5805;3.0;0.0;2013-10-20 00:00:00.000
1033.0;2329.0;2013-10-27 00:00:00.000;3.0;451.0;43.4805;3.0;0.0;2013-10-20 00:00:00.000
1034.0;2330.0;2013-10-27 00:00:00.000;550.0;941.0;62.9895;550.0;0.0;2013-10-20 00:00:00.000
1035.0;2331.0;2013-10-27 00:00:00.000;3.0;320.0;45.3705;3.0;0.0;2013-10-20 00:00:00.000
1035.0;2332.0;2013-10-27 00:00:00.000;3.0;321.0;40.488;3.0;0.0;2013-10-20 00:00:00.000
1035.0;2333.0;2013-10-27 00:00:00.000;60.0;322.0;26.3655;60.0;0.0;2013-10-20 00:00:00.000
1036.0;2334.0;2013-10-27 00:00:00.000;3.0;504.0;48.762;3.0;0.0;2013-10-20 00:00:00.000
1037.0;2335.0;2013-10-27 00:00:00.000;3.0;497.0;34.188;3.0;0.0;2013-10-20 00:00:00.000
1038.0;2336.0;2013-10-27 00:00:00.000;3.0;323.0;50.2635;3.0;0.0;2013-10-20 00:00:00.000
1039.0;2337.0;2013-10-27 00:00:00.000;550.0;523.0;10.731;550.0;0.0;2013-10-20 00:00:00.000
1039.0;2338.0;2013-10-27 00:00:00.000;550.0;524.0;14.1225;550.0;0.0;2013-10-20 00:00:00.000
1040.0;2339.0;2013-10-27 00:00:00.000;60.0;496.0;48.909;60.0;0.0;2013-10-20 00:00:00.000
1041.0;2340.0;2013-10-28 00:00:00.000;550.0;910.0;40.9395;550.0;0.0;2013-10-21 00:00:00.000
1041.0;2341.0;2013-10-28 00:00:00.000;550.0;911.0;21.0945;550.0;0.0;2013-10-21 00:00:00.000
1041.0;2342.0;2013-10-28 00:00:00.000;550.0;912.0;30.4395;550.0;27.0;2013-10-21 00:00:00.000
1041.0;2343.0;2013-10-28 00:00:00.000;550.0;913.0;40.9395;550.0;0.0;2013-10-21 00:00:00.000
1042.0;2344.0;2013-10-28 00:00:00.000;60.0;506.0;9.198;60.0;9.0;2013-10-21 00:00:00.000
1043.0;2345.0;2013-10-28 00:00:00.000;550.0;679.0;5.775;550.0;0.0;2013-10-21 00:00:00.000
1044.0;2346.0;2013-10-28 00:00:00.000;550.0;507.0;23.394;550.0;0.0;2013-10-21 00:00:00.000
1044.0;2347.0;2013-10-28 00:00:00.000;550.0;508.0;27.6465;550.0;0.0;2013-10-21 00:00:00.000
1045.0;2348.0;2013-10-28 00:00:00.000;550.0;355.0;1.365;550.0;0.0;2013-10-21 00:00:00.000
1045.0;2349.0;2013-10-28 00:00:00.000;550.0;940.0;62.9895;523.0;0.0;2013-10-21 00:00:00.000
1045.0;2350.0;2013-10-28 00:00:00.000;550.0;535.0;3.486;550.0;0.0;2013-10-21 00:00:00.000
1046.0;2351.0;2013-10-28 00:00:00.000;550.0;351.0;6.195;468.0;0.0;2013-10-21 00:00:00.000
1046.0;2352.0;2013-10-28 00:00:00.000;550.0;352.0;1.47;550.0;0.0;2013-10-21 00:00:00.000
1046.0;2353.0;2013-10-28 00:00:00.000;550.0;679.0;6.195;550.0;0.0;2013-10-21 00:00:00.000
1047.0;2354.0;2013-10-28 00:00:00.000;550.0;507.0;22.1655;550.0;0.0;2013-10-21 00:00:00.000
1047.0;2355.0;2013-10-28 00:00:00.000;550.0;508.0;29.2845;550.0;0.0;2013-10-21 00:00:00.000
1048.0;2356.0;2013-10-28 00:00:00.000;3.0;491.0;19.9815;3.0;0.0;2013-10-21 00:00:00.000
1049.0;2357.0;2013-10-28 00:00:00.000;3.0;341.0;41.1705;3.0;0.0;2013-10-21 00:00:00.000
1049.0;2358.0;2013-10-28 00:00:00.000;3.0;342.0;39.0705;3.0;0.0;2013-10-21 00:00:00.000
1049.0;2359.0;2013-10-28 00:00:00.000;3.0;343.0;43.344;3.0;0.0;2013-10-21 00:00:00.000
1049.0;2360.0;2013-10-28 00:00:00.000;3.0;344.0;39.0705;3.0;0.0;2013-10-21 00:00:00.000
1049.0;2361.0;2013-10-28 00:00:00.000;3.0;345.0;36.9705;3.0;0.0;2013-10-21 00:00:00.000
1050.0;2362.0;2013-10-28 00:00:00.000;550.0;935.0;31.4895;550.0;0.0;2013-10-21 00:00:00.000
1050.0;2363.0;2013-10-28 00:00:00.000;550.0;936.0;48.2895;550.0;55.0;2013-10-21 00:00:00.000
1051.0;2364.0;2013-10-28 00:00:00.000;3.0;375.0;43.344;3.0;0.0;2013-10-21 00:00:00.000
1051.0;2365.0;2013-10-28 00:00:00.000;3.0;376.0;39.0705;3.0;0.0;2013-10-21 00:00:00.000
1051.0;2366.0;2013-10-28 00:00:00.000;3.0;377.0;36.9705;3.0;0.0;2013-10-21 00:00:00.000
1051.0;2367.0;2013-10-28 00:00:00.000;3.0;378.0;41.244;3.0;0.0;2013-10-21 00:00:00.000
1052.0;2368.0;2013-10-28 00:00:00.000;550.0;488.0;8.862;550.0;82.0;2013-10-21 00:00:00.000
1052.0;2369.0;2013-10-28 00:00:00.000;550.0;489.0;10.4685;550.0;0.0;2013-10-21 00:00:00.000
1053.0;2370.0;2013-10-28 00:00:00.000;3.0;402.0;47.4705;3.0;0.0;2013-10-21 00:00:00.000
1054.0;2371.0;2013-10-28 00:00:00.000;550.0;510.0;23.079;550.0;0.0;2013-10-21 00:00:00.000
1054.0;2372.0;2013-10-28 00:00:00.000;550.0;511.0;29.274;550.0;0.0;2013-10-21 00:00:00.000
1055.0;2373.0;2013-10-28 00:00:00.000;3.0;403.0;45.3705;3.0;0.0;2013-10-21 00:00:00.000
1055.0;2374.0;2013-10-28 00:00:00.000;3.0;404.0;49.644;3.0;0.0;2013-10-21 00:00:00.000
1055.0;2375.0;2013-10-28 00:00:00.000;3.0;405.0;45.3705;3.0;0.0;2013-10-21 00:00:00.000
1055.0;2376.0;2013-10-28 00:00:00.000;3.0;406.0;43.2705;3.0;0.0;2013-10-21 00:00:00.000
1055.0;2377.0;2013-10-28 00:00:00.000;3.0;407.0;47.544;3.0;0.0;2013-10-21 00:00:00.000
1055.0;2378.0;2013-10-28 00:00:00.000;3.0;408.0;43.2705;3.0;0.0;2013-10-21 00:00:00.000
1055.0;2379.0;2013-10-28 00:00:00.000;3.0;409.0;41.1705;3.0;0.0;2013-10-21 00:00:00.000
1055.0;2380.0;2013-10-28 00:00:00.000;550.0;914.0;21.0945;550.0;0.0;2013-10-21 00:00:00.000
1055.0;2381.0;2013-10-28 00:00:00.000;550.0;915.0;30.4395;550.0;0.0;2013-10-21 00:00:00.000
1055.0;2382.0;2013-10-28 00:00:00.000;550.0;916.0;40.9395;550.0;0.0;2013-10-21 00:00:00.000
1056.0;2383.0;2013-10-28 00:00:00.000;550.0;525.0;2.3205;468.0;0.0;2013-10-21 00:00:00.000
1057.0;2384.0;2013-10-29 00:00:00.000;3.0;341.0;47.4705;3.0;0.0;2013-10-22 00:00:00.000
1057.0;2385.0;2013-10-29 00:00:00.000;3.0;342.0;45.3705;3.0;0.0;2013-10-22 00:00:00.000
1057.0;2386.0;2013-10-29 00:00:00.000;3.0;343.0;49.644;3.0;0.0;2013-10-22 00:00:00.000
1057.0;2387.0;2013-10-29 00:00:00.000;3.0;344.0;45.3705;3.0;0.0;2013-10-22 00:00:00.000
1057.0;2388.0;2013-10-29 00:00:00.000;3.0;345.0;43.2705;3.0;0.0;2013-10-22 00:00:00.000
1057.0;2389.0;2013-10-29 00:00:00.000;3.0;346.0;47.544;3.0;0.0;2013-10-22 00:00:00.000
1058.0;2390.0;2013-10-29 00:00:00.000;550.0;928.0;32.7705;550.0;0.0;2013-10-22 00:00:00.000
1058.0;2391.0;2013-10-29 00:00:00.000;550.0;929.0;37.086;550.0;0.0;2013-10-22 00:00:00.000
1058.0;2392.0;2013-10-29 00:00:00.000;550.0;930.0;43.0395;550.0;0.0;2013-10-22 00:00:00.000
1059.0;2393.0;2013-10-29 00:00:00.000;550.0;332.0;10.815;550.0;0.0;2013-10-22 00:00:00.000
1060.0;2394.0;2013-10-29 00:00:00.000;550.0;948.0;82.8345;550.0;0.0;2013-10-22 00:00:00.000
1060.0;2395.0;2013-10-29 00:00:00.000;550.0;907.0;82.8345;550.0;55.0;2013-10-22 00:00:00.000
1061.0;2396.0;2013-10-29 00:00:00.000;1250.0;325.0;0.21;1250.0;0.0;2013-10-22 00:00:00.000
1061.0;2397.0;2013-10-29 00:00:00.000;1250.0;326.0;0.21;1250.0;0.0;2013-10-22 00:00:00.000
1062.0;2398.0;2013-10-29 00:00:00.000;60.0;322.0;28.6965;60.0;9.0;2013-10-22 00:00:00.000
1063.0;2399.0;2013-10-29 00:00:00.000;550.0;930.0;42.5145;550.0;0.0;2013-10-22 00:00:00.000
1063.0;2400.0;2013-10-29 00:00:00.000;550.0;921.0;5.586;550.0;0.0;2013-10-22 00:00:00.000
1064.0;2401.0;2013-10-29 00:00:00.000;60.0;952.0;15.7395;60.0;0.0;2013-10-22 00:00:00.000
1065.0;2402.0;2013-11-03 00:00:00.000;550.0;526.0;3.6435;550.0;0.0;2013-10-27 00:00:00.000
1066.0;2403.0;2013-11-03 00:00:00.000;550.0;908.0;21.0945;468.0;0.0;2013-10-27 00:00:00.000
1066.0;2404.0;2013-11-03 00:00:00.000;550.0;909.0;30.4395;550.0;0.0;2013-10-27 00:00:00.000
1066.0;2405.0;2013-11-03 00:00:00.000;550.0;913.0;40.9395;550.0;0.0;2013-10-27 00:00:00.000
1067.0;2406.0;2013-11-03 00:00:00.000;60.0;356.0;3.6015;60.0;0.0;2013-10-27 00:00:00.000
1067.0;2407.0;2013-11-03 00:00:00.000;60.0;357.0;3.9795;60.0;0.0;2013-10-27 00:00:00.000
1068.0;2408.0;2013-11-03 00:00:00.000;550.0;935.0;31.4895;550.0;0.0;2013-10-27 00:00:00.000
1068.0;2409.0;2013-11-03 00:00:00.000;550.0;936.0;48.2895;550.0;0.0;2013-10-27 00:00:00.000
1069.0;2410.0;2013-11-03 00:00:00.000;550.0;524.0;12.9675;550.0;0.0;2013-10-27 00:00:00.000
1070.0;2411.0;2013-11-03 00:00:00.000;550.0;911.0;21.0945;550.0;0.0;2013-10-27 00:00:00.000
1070.0;2412.0;2013-11-03 00:00:00.000;550.0;912.0;30.4395;550.0;55.0;2013-10-27 00:00:00.000
1071.0;2413.0;2013-11-03 00:00:00.000;550.0;910.0;40.9395;550.0;0.0;2013-10-27 00:00:00.000
1072.0;2414.0;2013-11-03 00:00:00.000;550.0;937.0;62.9895;550.0;82.0;2013-10-27 00:00:00.000
1073.0;2415.0;2013-11-03 00:00:00.000;3.0;463.0;47.523;3.0;0.0;2013-10-27 00:00:00.000
1073.0;2416.0;2013-11-03 00:00:00.000;3.0;464.0;45.423;3.0;0.0;2013-10-27 00:00:00.000
1073.0;2417.0;2013-11-03 00:00:00.000;3.0;465.0;49.6965;3.0;0.0;2013-10-27 00:00:00.000
1074.0;2418.0;2013-11-03 00:00:00.000;3.0;462.0;47.6805;3.0;3.0;2013-10-27 00:00:00.000
